"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
thyroid_disease,q_generic_confounders,,checkbox,"Thyroid disease (e.g. thyroid polyp, Hashimoto's Grave's disease, hypo/hyperthyroidism, etc.)","past, Past | current, Current | never, Never | no_answer, Prefer Not To Answer",,,,,,,,,,throat_condition,,
vocal_cord_dysfunction,q_generic_confounders,,checkbox,"Vocal cord dysfunction/paradoxical vocal fold motion","past, Past | current, Current | never, Never | no_answer, Prefer Not To Answer",,,,,,,,,,throat_condition,,
vocal_fold_hemorrhage,q_generic_confounders,,checkbox,"Vocal fold hemorrhage or bleed","past, Past | current, Current | never, Never | no_answer, Prefer Not To Answer",,,,,,,,,,throat_condition,,
lesions_vocal_cord,q_generic_confounders,,checkbox,"Lesions of the vocal cord","past, Past | current, Current | never, Never | no_answer, Prefer Not To Answer",,,,,,,,,,throat_condition,,
vfp_bilateral,q_generic_confounders,,checkbox,"Vocal fold paralysis (bilateral)","past, Past | current, Current | never, Never | no_answer, Prefer Not To Answer",,,,,,,,,,throat_condition,,
vfp_unilateral,q_generic_confounders,,checkbox,"Vocal fold paralysis (unilateral)","past, Past | current, Current | never, Never | no_answer, Prefer Not To Answer",,,,,,,,,,throat_condition,,
other_throat_condition,q_generic_confounders,,checkbox,"Other throat condition","past, Past | current, Current | never, Never | no_answer, Prefer Not To Answer",,,,,,,,,,throat_condition,,
other_throat_condition_specify,q_generic_confounders,,text,"Please specify what other throat condition(s) you currently have.",,,,,,,[other_throat_condition(current)]='1',,,,,,
daily_env_pollution_affects_your_breathing_voice,q_generic_confounders,,radio,"Do you feel as though everyday environmental pollution (e.g. smog, smoke, dust, etc) significantly affects your breathing or voice?","yes, Yes | no, No | notCertain, Not certain | noAnswer, Prefer Not to Answer",,,,,,,,,,,,
apraxia_of_speech,q_generic_confounders,"Have you ever been diagnosed by a doctor with any of these other SPEECH conditions?

To save you time, the responses are pre-set to ""NO"". Please only change the responses that apply to you. If you have never had the condition, you can leave the response as it is.
",radio,"Apraxia of speech","yes, Yes | no, No | noAnswer, Prefer Not To Answer",,,,,,,,,,speech_conditions,,
ataxia,q_generic_confounders,,radio,Ataxia,"yes, Yes | no, No | noAnswer, Prefer Not To Answer",,,,,,,,,,speech_conditions,,
dysarthria,q_generic_confounders,,radio,Dysarthria,"yes, Yes | no, No | noAnswer, Prefer Not To Answer",,,,,,,,,,speech_conditions,,
stutter_dysfluency,q_generic_confounders,,radio,Stutter/dysfluency,"yes, Yes | no, No | noAnswer, Prefer Not To Answer",,,,,,,,,,speech_conditions,,
other_speech_condition,q_generic_confounders,,radio,"Other speech condition","yes, Yes | no, No | noAnswer, Prefer Not To Answer",,,,,,,,,,speech_conditions,,
other_speech_conditions_specify,q_generic_confounders,,text,"Please specify what other speech condition(s) you have.",,,,,,,[other_speech_condition]='yes',,,,,,
airway_surgery_reconstruction,q_generic_confounders,"Have you ever had any of the following surgical interventions for your EAR, NOSE, MOUTH, THROAT, or SPEECH condition(s)?

To save you time, the responses are pre-set to ""NO"". Please only change the responses that apply to you. If you have never had the surgical intervention, you can leave the response as it is.

Surgical Intervention",radio,"Airway surgery/reconstruction BELOW the vocal folds (e.g. tracheal reconstruction, balloon dilation, etc.)","yes, Yes | no, No | noAnswer, Prefer Not To Answer",,,,,,"# EARS, NOSE, or MOUTH conditions (yes)
[chronic_ear_infections]=""yes"" or 
    [cleft_lip]=""yes"" or 
    [cleft_palate]=""yes"" or
    [craniofacial_trauma]=""yes"" or 
    [hearing_loss]=""yes""  or
    [seasonal_allergies_med_hist_enm]=""yes"" or  
    [sinusitis]=""yes"" or
    [sjogrens_syndrome]=""yes"" or 
    [velopharyngeal_insufficiency]=""yes"" or
    [any_dental_condition]=""yes"" or
    [other_ear_nose_mouth_condition] =""yes"" or
# THROAT conditions (past, current)
[acid_reflux(past)]=""1"" or [acid_reflux(current)]=""1"" or
    [airway_stenosis_med_hist_throat(past)]=""1"" or
    [airway_stenosis_med_hist_throat(current)]=""1"" or
    [chronic_cough_med_hist_throat(past)]=""1"" or
    [chronic_cough_med_hist_throat(current)]=""1"" or
    [glottic_insufficiency_med_hist_throat(past)]=""1"" or
    [glottic_insufficiency_med_hist_throat(current)]=""1"" or
    [laryngitis_med_hist_throat(past)]=""1"" or 
    [laryngitis_med_hist_throat(current)]=""1"" or
    [laryngospasm_irritable_larynx(past)] or
    [laryngospasm_irritable_larynx(current)] or
    [muscle_tension_dysphonia(past)]=""1"" or 
    [muscle_tension_dysphonia(current)]=""1"" or 
    [swallowing_disorder(past)]=""1"" or 
    [swallowing_disorder(current)]=""1"" or 
    [thyroid_disease(past)]=""1"" or 
    [thyroid_disease(current)]=""1"" or 
    [vocal_cord_dysfunction(past)]=""1"" or 
    [vocal_cord_dysfunction(current)]=""1"" or 
    [vocal_fold_hemorrhage(past)]=""1"" or 
    [vocal_fold_hemorrhage(current)]=""1"" or 
    [lesions_vocal_cord(past)]=""1"" or 
    [lesions_vocal_cord(current)]=""1"" or 
    [vfp_bilateral(past)]=""1"" or [vfp_bilateral(current)]=""1"" or 
    [vfp_unilateral(past)]=""1"" or [vfp_unilateral(current)]=""1"" or
    [other_throat_condition(past)]=""1"" or 
    [other_throat_condition(current)]=""1"" or
# SPEECH conditions (yes)
[apraxia_of_speech]=""yes"" or
    [ataxia]=""yes"" or 
    [dysarthria]=""yes"" or
    [stutter_dysfluency]=""yes"" or
    [other_speech_condition]=""yes""",,,,ear_nose_mouth_throat_speed_condition,,
chronic_ear_surgery,q_generic_confounders,,radio,"Chronic ear surgery (e.g. mastoid surgery, etc.)","yes, Yes | no, No | noAnswer, Prefer Not To Answer",,,,,,"# EARS, NOSE, or MOUTH conditions (yes)
[chronic_ear_infections]=""yes"" or 
    [cleft_lip]=""yes"" or 
    [cleft_palate]=""yes"" or
    [craniofacial_trauma]=""yes"" or 
    [hearing_loss]=""yes""  or
    [seasonal_allergies_med_hist_enm]=""yes"" or  
    [sinusitis]=""yes"" or
    [sjogrens_syndrome]=""yes"" or 
    [velopharyngeal_insufficiency]=""yes"" or
    [any_dental_condition]=""yes"" or
    [other_ear_nose_mouth_condition] =""yes"" or
# THROAT conditions (past, current)
[acid_reflux(past)]=""1"" or [acid_reflux(current)]=""1"" or
    [airway_stenosis_med_hist_throat(past)]=""1"" or
    [airway_stenosis_med_hist_throat(current)]=""1"" or
    [chronic_cough_med_hist_throat(past)]=""1"" or
    [chronic_cough_med_hist_throat(current)]=""1"" or
    [glottic_insufficiency_med_hist_throat(past)]=""1"" or
    [glottic_insufficiency_med_hist_throat(current)]=""1"" or
    [laryngitis_med_hist_throat(past)]=""1"" or 
    [laryngitis_med_hist_throat(current)]=""1"" or
    [laryngospasm_irritable_larynx(past)] or
    [laryngospasm_irritable_larynx(current)] or
    [muscle_tension_dysphonia(past)]=""1"" or 
    [muscle_tension_dysphonia(current)]=""1"" or 
    [swallowing_disorder(past)]=""1"" or 
    [swallowing_disorder(current)]=""1"" or 
    [thyroid_disease(past)]=""1"" or 
    [thyroid_disease(current)]=""1"" or 
    [vocal_cord_dysfunction(past)]=""1"" or 
    [vocal_cord_dysfunction(current)]=""1"" or 
    [vocal_fold_hemorrhage(past)]=""1"" or 
    [vocal_fold_hemorrhage(current)]=""1"" or 
    [lesions_vocal_cord(past)]=""1"" or 
    [lesions_vocal_cord(current)]=""1"" or 
    [vfp_bilateral(past)]=""1"" or [vfp_bilateral(current)]=""1"" or 
    [vfp_unilateral(past)]=""1"" or [vfp_unilateral(current)]=""1"" or
    [other_throat_condition(past)]=""1"" or 
    [other_throat_condition(current)]=""1"" or
# SPEECH conditions (yes)
[apraxia_of_speech]=""yes"" or
    [ataxia]=""yes"" or 
    [dysarthria]=""yes"" or
    [stutter_dysfluency]=""yes"" or
    [other_speech_condition]=""yes""",,,,ear_nose_mouth_throat_speed_condition,,
cochlear_implant,q_generic_confounders,,radio,"Cochlear implant","yes, Yes | no, No | noAnswer, Prefer Not To Answer",,,,,,"# EARS, NOSE, or MOUTH conditions (yes)
[chronic_ear_infections]=""yes"" or 
    [cleft_lip]=""yes"" or 
    [cleft_palate]=""yes"" or
    [craniofacial_trauma]=""yes"" or 
    [hearing_loss]=""yes""  or
    [seasonal_allergies_med_hist_enm]=""yes"" or  
    [sinusitis]=""yes"" or
    [sjogrens_syndrome]=""yes"" or 
    [velopharyngeal_insufficiency]=""yes"" or
    [any_dental_condition]=""yes"" or
    [other_ear_nose_mouth_condition] =""yes"" or
# THROAT conditions (past, current)
[acid_reflux(past)]=""1"" or [acid_reflux(current)]=""1"" or
    [airway_stenosis_med_hist_throat(past)]=""1"" or
    [airway_stenosis_med_hist_throat(current)]=""1"" or
    [chronic_cough_med_hist_throat(past)]=""1"" or
    [chronic_cough_med_hist_throat(current)]=""1"" or
    [glottic_insufficiency_med_hist_throat(past)]=""1"" or
    [glottic_insufficiency_med_hist_throat(current)]=""1"" or
    [laryngitis_med_hist_throat(past)]=""1"" or 
    [laryngitis_med_hist_throat(current)]=""1"" or
    [laryngospasm_irritable_larynx(past)] or
    [laryngospasm_irritable_larynx(current)] or
    [muscle_tension_dysphonia(past)]=""1"" or 
    [muscle_tension_dysphonia(current)]=""1"" or 
    [swallowing_disorder(past)]=""1"" or 
    [swallowing_disorder(current)]=""1"" or 
    [thyroid_disease(past)]=""1"" or 
    [thyroid_disease(current)]=""1"" or 
    [vocal_cord_dysfunction(past)]=""1"" or 
    [vocal_cord_dysfunction(current)]=""1"" or 
    [vocal_fold_hemorrhage(past)]=""1"" or 
    [vocal_fold_hemorrhage(current)]=""1"" or 
    [lesions_vocal_cord(past)]=""1"" or 
    [lesions_vocal_cord(current)]=""1"" or 
    [vfp_bilateral(past)]=""1"" or [vfp_bilateral(current)]=""1"" or 
    [vfp_unilateral(past)]=""1"" or [vfp_unilateral(current)]=""1"" or
    [other_throat_condition(past)]=""1"" or 
    [other_throat_condition(current)]=""1"" or
# SPEECH conditions (yes)
[apraxia_of_speech]=""yes"" or
    [ataxia]=""yes"" or 
    [dysarthria]=""yes"" or
    [stutter_dysfluency]=""yes"" or
    [other_speech_condition]=""yes""",,,,ear_nose_mouth_throat_speed_condition,,
cordotomy_arytenoidectomy_arytenoid_tie_back,q_generic_confounders,,radio,"Cordotomy, arytenoidectomy, arytenoid tie back, etc.","yes, Yes | no, No | noAnswer, Prefer Not To Answer",,,,,,"# EARS, NOSE, or MOUTH conditions (yes)
[chronic_ear_infections]=""yes"" or 
    [cleft_lip]=""yes"" or 
    [cleft_palate]=""yes"" or
    [craniofacial_trauma]=""yes"" or 
    [hearing_loss]=""yes""  or
    [seasonal_allergies_med_hist_enm]=""yes"" or  
    [sinusitis]=""yes"" or
    [sjogrens_syndrome]=""yes"" or 
    [velopharyngeal_insufficiency]=""yes"" or
    [any_dental_condition]=""yes"" or
    [other_ear_nose_mouth_condition] =""yes"" or
# THROAT conditions (past, current)
[acid_reflux(past)]=""1"" or [acid_reflux(current)]=""1"" or
    [airway_stenosis_med_hist_throat(past)]=""1"" or
    [airway_stenosis_med_hist_throat(current)]=""1"" or
    [chronic_cough_med_hist_throat(past)]=""1"" or
    [chronic_cough_med_hist_throat(current)]=""1"" or
    [glottic_insufficiency_med_hist_throat(past)]=""1"" or
    [glottic_insufficiency_med_hist_throat(current)]=""1"" or
    [laryngitis_med_hist_throat(past)]=""1"" or 
    [laryngitis_med_hist_throat(current)]=""1"" or
    [laryngospasm_irritable_larynx(past)] or
    [laryngospasm_irritable_larynx(current)] or
    [muscle_tension_dysphonia(past)]=""1"" or 
    [muscle_tension_dysphonia(current)]=""1"" or 
    [swallowing_disorder(past)]=""1"" or 
    [swallowing_disorder(current)]=""1"" or 
    [thyroid_disease(past)]=""1"" or 
    [thyroid_disease(current)]=""1"" or 
    [vocal_cord_dysfunction(past)]=""1"" or 
    [vocal_cord_dysfunction(current)]=""1"" or 
    [vocal_fold_hemorrhage(past)]=""1"" or 
    [vocal_fold_hemorrhage(current)]=""1"" or 
    [lesions_vocal_cord(past)]=""1"" or 
    [lesions_vocal_cord(current)]=""1"" or 
    [vfp_bilateral(past)]=""1"" or [vfp_bilateral(current)]=""1"" or 
    [vfp_unilateral(past)]=""1"" or [vfp_unilateral(current)]=""1"" or
    [other_throat_condition(past)]=""1"" or 
    [other_throat_condition(current)]=""1"" or
# SPEECH conditions (yes)
[apraxia_of_speech]=""yes"" or
    [ataxia]=""yes"" or 
    [dysarthria]=""yes"" or
    [stutter_dysfluency]=""yes"" or
    [other_speech_condition]=""yes""",,,,ear_nose_mouth_throat_speed_condition,,
ear_tubes,q_generic_confounders,,radio,"Ear tubes","yes, Yes | no, No | noAnswer, Prefer Not To Answer",,,,,,"# EARS, NOSE, or MOUTH conditions (yes)
[chronic_ear_infections]=""yes"" or 
    [cleft_lip]=""yes"" or 
    [cleft_palate]=""yes"" or
    [craniofacial_trauma]=""yes"" or 
    [hearing_loss]=""yes""  or
    [seasonal_allergies_med_hist_enm]=""yes"" or  
    [sinusitis]=""yes"" or
    [sjogrens_syndrome]=""yes"" or 
    [velopharyngeal_insufficiency]=""yes"" or
    [any_dental_condition]=""yes"" or
    [other_ear_nose_mouth_condition] =""yes"" or
# THROAT conditions (past, current)
[acid_reflux(past)]=""1"" or [acid_reflux(current)]=""1"" or
    [airway_stenosis_med_hist_throat(past)]=""1"" or
    [airway_stenosis_med_hist_throat(current)]=""1"" or
    [chronic_cough_med_hist_throat(past)]=""1"" or
    [chronic_cough_med_hist_throat(current)]=""1"" or
    [glottic_insufficiency_med_hist_throat(past)]=""1"" or
    [glottic_insufficiency_med_hist_throat(current)]=""1"" or
    [laryngitis_med_hist_throat(past)]=""1"" or 
    [laryngitis_med_hist_throat(current)]=""1"" or
    [laryngospasm_irritable_larynx(past)] or
    [laryngospasm_irritable_larynx(current)] or
    [muscle_tension_dysphonia(past)]=""1"" or 
    [muscle_tension_dysphonia(current)]=""1"" or 
    [swallowing_disorder(past)]=""1"" or 
    [swallowing_disorder(current)]=""1"" or 
    [thyroid_disease(past)]=""1"" or 
    [thyroid_disease(current)]=""1"" or 
    [vocal_cord_dysfunction(past)]=""1"" or 
    [vocal_cord_dysfunction(current)]=""1"" or 
    [vocal_fold_hemorrhage(past)]=""1"" or 
    [vocal_fold_hemorrhage(current)]=""1"" or 
    [lesions_vocal_cord(past)]=""1"" or 
    [lesions_vocal_cord(current)]=""1"" or 
    [vfp_bilateral(past)]=""1"" or [vfp_bilateral(current)]=""1"" or 
    [vfp_unilateral(past)]=""1"" or [vfp_unilateral(current)]=""1"" or
    [other_throat_condition(past)]=""1"" or 
    [other_throat_condition(current)]=""1"" or
# SPEECH conditions (yes)
[apraxia_of_speech]=""yes"" or
    [ataxia]=""yes"" or 
    [dysarthria]=""yes"" or
    [stutter_dysfluency]=""yes"" or
    [other_speech_condition]=""yes""",,,,ear_nose_mouth_throat_speed_condition,,
esophageal_dilation,q_generic_confounders,,radio,"Esophageal dilation","yes, Yes | no, No | noAnswer, Prefer Not To Answer",,,,,,"# EARS, NOSE, or MOUTH conditions (yes)
[chronic_ear_infections]=""yes"" or 
    [cleft_lip]=""yes"" or 
    [cleft_palate]=""yes"" or
    [craniofacial_trauma]=""yes"" or 
    [hearing_loss]=""yes""  or
    [seasonal_allergies_med_hist_enm]=""yes"" or  
    [sinusitis]=""yes"" or
    [sjogrens_syndrome]=""yes"" or 
    [velopharyngeal_insufficiency]=""yes"" or
    [any_dental_condition]=""yes"" or
    [other_ear_nose_mouth_condition] =""yes"" or
# THROAT conditions (past, current)
[acid_reflux(past)]=""1"" or [acid_reflux(current)]=""1"" or
    [airway_stenosis_med_hist_throat(past)]=""1"" or
    [airway_stenosis_med_hist_throat(current)]=""1"" or
    [chronic_cough_med_hist_throat(past)]=""1"" or
    [chronic_cough_med_hist_throat(current)]=""1"" or
    [glottic_insufficiency_med_hist_throat(past)]=""1"" or
    [glottic_insufficiency_med_hist_throat(current)]=""1"" or
    [laryngitis_med_hist_throat(past)]=""1"" or 
    [laryngitis_med_hist_throat(current)]=""1"" or
    [laryngospasm_irritable_larynx(past)] or
    [laryngospasm_irritable_larynx(current)] or
    [muscle_tension_dysphonia(past)]=""1"" or 
    [muscle_tension_dysphonia(current)]=""1"" or 
    [swallowing_disorder(past)]=""1"" or 
    [swallowing_disorder(current)]=""1"" or 
    [thyroid_disease(past)]=""1"" or 
    [thyroid_disease(current)]=""1"" or 
    [vocal_cord_dysfunction(past)]=""1"" or 
    [vocal_cord_dysfunction(current)]=""1"" or 
    [vocal_fold_hemorrhage(past)]=""1"" or 
    [vocal_fold_hemorrhage(current)]=""1"" or 
    [lesions_vocal_cord(past)]=""1"" or 
    [lesions_vocal_cord(current)]=""1"" or 
    [vfp_bilateral(past)]=""1"" or [vfp_bilateral(current)]=""1"" or 
    [vfp_unilateral(past)]=""1"" or [vfp_unilateral(current)]=""1"" or
    [other_throat_condition(past)]=""1"" or 
    [other_throat_condition(current)]=""1"" or
# SPEECH conditions (yes)
[apraxia_of_speech]=""yes"" or
    [ataxia]=""yes"" or 
    [dysarthria]=""yes"" or
    [stutter_dysfluency]=""yes"" or
    [other_speech_condition]=""yes""",,,,ear_nose_mouth_throat_speed_condition,,
